Path,Sample,FileName,Reference,Group,Outgroup
/nfs/chisholmlab001/nvo/mini_projects/24_MayaVariantCalling_Example/0-input/D24-160001-6710L/,sample1,240403Chi_D24-160001,MIT9301,Group1,0
/nfs/chisholmlab001/nvo/mini_projects/24_MayaVariantCalling_Example/0-input/D24-160002-6710L/,sample2,240403Chi_D24-160002,MIT9301,Group1,0
/nfs/chisholmlab001/nvo/mini_projects/24_MayaVariantCalling_Example/0-input/D24-160003-6710L/,sample3,240403Chi_D24-160003,MIT9301,Group1,0
